"month","media","checkouts"
2017-12-01,AUDIOBOOK,67860
2017-12-01,BOOK,301134
2017-12-01,COMIC,3902
2017-12-01,CR,323
2017-12-01,EBOOK,143032
2017-12-01,ER,195
2017-12-01,"ER, NONPROJGRAPH",3
2017-12-01,"ER, PRINT",1
2017-12-01,"ER, REGPRINT",2
2017-12-01,"ER, SOUNDDISC",95
2017-12-01,"ER, VIDEODISC",62
2017-12-01,"FLASHCARD, SOUNDDISC",2
2017-12-01,GLOBE,3
2017-12-01,KIT,2
2017-12-01,LARGEPRINT,48
2017-12-01,MAP,26
2017-12-01,MICROFORM,1
2017-12-01,MIXED,1602
2017-12-01,MOVIE,4932
2017-12-01,MUSIC,5320
2017-12-01,MUSICSNDREC,8
2017-12-01,REGPRINT,1330
2017-12-01,"REGPRINT, SOUNDDISC",1
2017-12-01,"REGPRINT, VIDEOREC",1
2017-12-01,SOUNDCASS,4
2017-12-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",3
2017-12-01,SOUNDDISC,46315
2017-12-01,"SOUNDDISC, VIDEODISC",538
2017-12-01,SOUNDREC,298
2017-12-01,TELEVISION,3662
2017-12-01,UNSPECIFIED,35
2017-12-01,VIDEO,250
2017-12-01,VIDEOCART,3
2017-12-01,VIDEOCASS,27
2017-12-01,"VIDEOCASS, VIDEODISC",1
2017-12-01,VIDEODISC,146990
2017-12-01,VIDEOREC,16
2017-12-01,VISUAL,11
2017-11-01,ATLAS,29
2017-11-01,AUDIOBOOK,64060
2017-11-01,BOOK,331363
2017-11-01,COMIC,3033
2017-11-01,CR,315
2017-11-01,EBOOK,133163
2017-11-01,ER,190
2017-11-01,"ER, NONPROJGRAPH",2
2017-11-01,"ER, PRINT",1
2017-11-01,"ER, REGPRINT",1
2017-11-01,"ER, SOUNDDISC",117
2017-11-01,"ER, VIDEODISC",80
2017-11-01,"FLASHCARD, SOUNDDISC",2
2017-11-01,GLOBE,6
2017-11-01,KIT,3
2017-11-01,LARGEPRINT,28
2017-11-01,MAP,25
2017-11-01,MIXED,1415
2017-11-01,MOVIE,4596
2017-11-01,MUSIC,5031
2017-11-01,MUSICSNDREC,7
2017-11-01,NOTATEDMUSIC,5
2017-11-01,REGPRINT,672
2017-11-01,"REGPRINT, SOUNDDISC",9
2017-11-01,"REGPRINT, VIDEOREC",5
2017-11-01,SOUNDCASS,10
2017-11-01,SOUNDDISC,47189
2017-11-01,"SOUNDDISC, SOUNDREC",5
2017-11-01,"SOUNDDISC, VIDEODISC",510
2017-11-01,SOUNDREC,321
2017-11-01,TELEVISION,3182
2017-11-01,UNSPECIFIED,17
2017-11-01,VIDEO,222
2017-11-01,VIDEOCART,2
2017-11-01,VIDEOCASS,33
2017-11-01,"VIDEOCASS, VIDEODISC",1
2017-11-01,VIDEODISC,143832
2017-11-01,VIDEOREC,12
2017-11-01,VISUAL,3
2017-10-01,ATLAS,34
2017-10-01,AUDIOBOOK,65405
2017-10-01,BOOK,338085
2017-10-01,COMIC,2870
2017-10-01,CR,402
2017-10-01,EBOOK,132888
2017-10-01,ER,274
2017-10-01,"ER, NONPROJGRAPH",2
2017-10-01,"ER, PRINT",1
2017-10-01,"ER, SOUNDDISC",109
2017-10-01,"ER, VIDEODISC",86
2017-10-01,"FLASHCARD, SOUNDDISC",3
2017-10-01,GLOBE,6
2017-10-01,KIT,2
2017-10-01,LARGEPRINT,31
2017-10-01,MAP,37
2017-10-01,MIXED,1372
2017-10-01,MOVIE,4337
2017-10-01,MUSIC,5108
2017-10-01,MUSICSNDREC,4
2017-10-01,NOTATEDMUSIC,2
2017-10-01,REGPRINT,578
2017-10-01,"REGPRINT, SOUNDDISC",5
2017-10-01,"REGPRINT, VIDEOREC",5
2017-10-01,SOUNDCASS,12
2017-10-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2017-10-01,SOUNDDISC,49280
2017-10-01,"SOUNDDISC, SOUNDREC",2
2017-10-01,"SOUNDDISC, VIDEODISC",568
2017-10-01,SOUNDREC,353
2017-10-01,TELEVISION,2481
2017-10-01,UNSPECIFIED,22
2017-10-01,VIDEO,188
2017-10-01,VIDEOCART,3
2017-10-01,VIDEOCASS,40
2017-10-01,"VIDEOCASS, VIDEODISC",3
2017-10-01,VIDEODISC,147653
2017-10-01,VIDEOREC,10
2017-10-01,VISUAL,12
2017-09-01,ATLAS,22
2017-09-01,AUDIOBOOK,62017
2017-09-01,BOOK,326850
2017-09-01,COMIC,2586
2017-09-01,CR,334
2017-09-01,EBOOK,129757
2017-09-01,ER,200
2017-09-01,"ER, NONPROJGRAPH",2
2017-09-01,"ER, PRINT",2
2017-09-01,"ER, REGPRINT",1
2017-09-01,"ER, SOUNDDISC",121
2017-09-01,"ER, VIDEODISC",64
2017-09-01,"FLASHCARD, SOUNDDISC",5
2017-09-01,GLOBE,3
2017-09-01,KIT,5
2017-09-01,LARGEPRINT,36
2017-09-01,MAP,31
2017-09-01,MIXED,1050
2017-09-01,MOVIE,3886
2017-09-01,MUSIC,4476
2017-09-01,MUSICSNDREC,6
2017-09-01,REGPRINT,509
2017-09-01,"REGPRINT, SOUNDDISC",12
2017-09-01,"REGPRINT, VIDEOREC",5
2017-09-01,REMOTESEN,1
2017-09-01,SOUNDCASS,11
2017-09-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",2
2017-09-01,SOUNDDISC,48698
2017-09-01,"SOUNDDISC, SOUNDREC",3
2017-09-01,"SOUNDDISC, VIDEODISC",588
2017-09-01,SOUNDREC,363
2017-09-01,TELEVISION,2375
2017-09-01,UNSPECIFIED,11
2017-09-01,VIDEO,218
2017-09-01,VIDEOCART,1
2017-09-01,VIDEOCASS,42
2017-09-01,"VIDEOCASS, VIDEODISC",4
2017-09-01,VIDEODISC,143450
2017-09-01,VIDEOREC,14
2017-09-01,VISUAL,4
2017-08-01,ATLAS,46
2017-08-01,AUDIOBOOK,65642
2017-08-01,BOOK,348916
2017-08-01,COMIC,2658
2017-08-01,CR,303
2017-08-01,EBOOK,143495
2017-08-01,ER,215
2017-08-01,"ER, NONPROJGRAPH",2
2017-08-01,"ER, PRINT",1
2017-08-01,"ER, SOUNDDISC",131
2017-08-01,"ER, VIDEODISC",95
2017-08-01,"FLASHCARD, SOUNDDISC",6
2017-08-01,GLOBE,10
2017-08-01,KIT,1
2017-08-01,LARGEPRINT,42
2017-08-01,MAP,42
2017-08-01,MIXED,1173
2017-08-01,MOVIE,3853
2017-08-01,MUSIC,4617
2017-08-01,MUSICSNDREC,6
2017-08-01,REGPRINT,544
2017-08-01,"REGPRINT, SOUNDDISC",9
2017-08-01,"REGPRINT, VIDEOREC",5
2017-08-01,SOUNDCASS,10
2017-08-01,"SOUNDCASS, SOUNDDISC",1
2017-08-01,SOUNDDISC,53887
2017-08-01,"SOUNDDISC, SOUNDREC",2
2017-08-01,"SOUNDDISC, VIDEODISC",603
2017-08-01,SOUNDREC,396
2017-08-01,TELEVISION,2120
2017-08-01,UNSPECIFIED,11
2017-08-01,VIDEO,297
2017-08-01,VIDEOCART,4
2017-08-01,VIDEOCASS,49
2017-08-01,"VIDEOCASS, VIDEODISC",3
2017-08-01,VIDEODISC,154635
2017-08-01,VIDEOREC,11
2017-08-01,VISUAL,1
2017-07-01,ATLAS,34
2017-07-01,AUDIOBOOK,62569
2017-07-01,BOOK,358627
2017-07-01,COMIC,2254
2017-07-01,CR,311
2017-07-01,EBOOK,136420
2017-07-01,ER,206
2017-07-01,"ER, NONPROJGRAPH",2
2017-07-01,"ER, PRINT",4
2017-07-01,"ER, REGPRINT",2
2017-07-01,"ER, SOUNDDISC",134
2017-07-01,"ER, VIDEODISC",89
2017-07-01,"FLASHCARD, SOUNDDISC",6
2017-07-01,GLOBE,5
2017-07-01,KIT,4
2017-07-01,LARGEPRINT,38
2017-07-01,MAP,51
2017-07-01,MICROFORM,1
2017-07-01,MIXED,1002
2017-07-01,MOVIE,3820
2017-07-01,MUSIC,4950
2017-07-01,MUSICSNDREC,6
2017-07-01,NOTATEDMUSIC,4
2017-07-01,REGPRINT,560
2017-07-01,"REGPRINT, SOUNDDISC",12
2017-07-01,"REGPRINT, VIDEOREC",5
2017-07-01,SOUNDCASS,13
2017-07-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2017-07-01,SOUNDDISC,51186
2017-07-01,"SOUNDDISC, VIDEODISC",605
2017-07-01,SOUNDREC,386
2017-07-01,TELEVISION,1888
2017-07-01,VIDEO,244
2017-07-01,VIDEOCART,3
2017-07-01,VIDEOCASS,45
2017-07-01,"VIDEOCASS, VIDEODISC",2
2017-07-01,VIDEODISC,155213
2017-07-01,VIDEOREC,17
2017-07-01,VISUAL,1
2017-06-01,ATLAS,46
2017-06-01,AUDIOBOOK,60674
2017-06-01,BOOK,327409
2017-06-01,CHART,1
2017-06-01,COMIC,2103
2017-06-01,CR,267
2017-06-01,EBOOK,129912
2017-06-01,ER,179
2017-06-01,"ER, NONPROJGRAPH",4
2017-06-01,"ER, PRINT",1
2017-06-01,"ER, SOUNDDISC",134
2017-06-01,"ER, VIDEODISC",88
2017-06-01,"FLASHCARD, SOUNDDISC",9
2017-06-01,GLOBE,4
2017-06-01,KIT,1
2017-06-01,LARGEPRINT,29
2017-06-01,MAP,30
2017-06-01,MIXED,1094
2017-06-01,MOVIE,3836
2017-06-01,MUSIC,4413
2017-06-01,MUSICSNDREC,5
2017-06-01,PICTURE,1
2017-06-01,REGPRINT,499
2017-06-01,"REGPRINT, SOUNDDISC",8
2017-06-01,"REGPRINT, VIDEOREC",3
2017-06-01,SOUNDCASS,9
2017-06-01,SOUNDDISC,50243
2017-06-01,"SOUNDDISC, SOUNDREC",3
2017-06-01,"SOUNDDISC, VIDEODISC",598
2017-06-01,SOUNDREC,347
2017-06-01,TELEVISION,1602
2017-06-01,VIDEO,298
2017-06-01,VIDEOCART,4
2017-06-01,VIDEOCASS,61
2017-06-01,"VIDEOCASS, VIDEODISC",4
2017-06-01,VIDEODISC,152083
2017-06-01,VIDEOREC,9
2017-06-01,VISUAL,2
2017-05-01,ATLAS,46
2017-05-01,AUDIOBOOK,59090
2017-05-01,BOOK,310153
2017-05-01,COMIC,1892
2017-05-01,CR,286
2017-05-01,EBOOK,128027
2017-05-01,ER,195
2017-05-01,"ER, NONPROJGRAPH",1
2017-05-01,"ER, PRINT",2
2017-05-01,"ER, REGPRINT",2
2017-05-01,"ER, SOUNDDISC",139
2017-05-01,"ER, VIDEODISC",99
2017-05-01,FLASHCARD,1
2017-05-01,"FLASHCARD, SOUNDDISC",3
2017-05-01,GLOBE,1
2017-05-01,KIT,2
2017-05-01,LARGEPRINT,24
2017-05-01,MAP,30
2017-05-01,MIXED,1006
2017-05-01,MOVIE,3717
2017-05-01,MUSIC,4716
2017-05-01,REGPRINT,452
2017-05-01,"REGPRINT, SOUNDDISC",6
2017-05-01,"REGPRINT, VIDEOREC",5
2017-05-01,"SLIDE, SOUNDCASS, VIDEOCASS",1
2017-05-01,SOUNDCASS,9
2017-05-01,"SOUNDCASS, SOUNDDISC",1
2017-05-01,SOUNDDISC,50868
2017-05-01,"SOUNDDISC, SOUNDREC",5
2017-05-01,"SOUNDDISC, VIDEOCASS",1
2017-05-01,"SOUNDDISC, VIDEODISC",649
2017-05-01,SOUNDREC,345
2017-05-01,TELEVISION,1703
2017-05-01,VIDEO,275
2017-05-01,VIDEOCART,1
2017-05-01,VIDEOCASS,50
2017-05-01,"VIDEOCASS, VIDEODISC",5
2017-05-01,VIDEODISC,152619
2017-05-01,VIDEOREC,16
2017-05-01,VISUAL,4
2017-04-01,ATLAS,36
2017-04-01,AUDIOBOOK,57705
2017-04-01,BOOK,318962
2017-04-01,COMIC,1788
2017-04-01,CR,351
2017-04-01,EBOOK,126790
2017-04-01,ER,180
2017-04-01,"ER, NONPROJGRAPH",2
2017-04-01,"ER, PRINT",2
2017-04-01,"ER, SOUNDDISC",141
2017-04-01,"ER, VIDEODISC",103
2017-04-01,"FLASHCARD, SOUNDDISC",5
2017-04-01,GLOBE,6
2017-04-01,KIT,4
2017-04-01,LARGEPRINT,24
2017-04-01,MAP,24
2017-04-01,MICROFORM,1
2017-04-01,MIXED,1031
2017-04-01,MOVIE,4416
2017-04-01,MUSIC,4680
2017-04-01,MUSICSNDREC,4
2017-04-01,NOTATEDMUSIC,2
2017-04-01,REGPRINT,479
2017-04-01,"REGPRINT, SOUNDDISC",14
2017-04-01,"REGPRINT, VIDEOREC",4
2017-04-01,SOUNDCASS,15
2017-04-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2017-04-01,SOUNDDISC,50660
2017-04-01,"SOUNDDISC, SOUNDREC",1
2017-04-01,"SOUNDDISC, VIDEODISC",688
2017-04-01,SOUNDREC,392
2017-04-01,TELEVISION,1654
2017-04-01,VIDEO,287
2017-04-01,VIDEOCART,2
2017-04-01,VIDEOCASS,52
2017-04-01,"VIDEOCASS, VIDEODISC",7
2017-04-01,VIDEODISC,161505
2017-04-01,VIDEOREC,26
2017-04-01,VISUAL,7
2017-03-01,ATLAS,38
2017-03-01,AUDIOBOOK,58225
2017-03-01,BOOK,334800
2017-03-01,COMIC,1653
2017-03-01,CR,368
2017-03-01,EBOOK,128565
2017-03-01,ER,200
2017-03-01,"ER, NONPROJGRAPH",3
2017-03-01,"ER, REGPRINT",2
2017-03-01,"ER, SOUNDDISC",157
2017-03-01,"ER, VIDEODISC",111
2017-03-01,"ER, VIDEOREC",1
2017-03-01,"FLASHCARD, SOUNDDISC",5
2017-03-01,GLOBE,3
2017-03-01,KIT,3
2017-03-01,LARGEPRINT,19
2017-03-01,MAP,38
2017-03-01,MIXED,1018
2017-03-01,MOVIE,4778
2017-03-01,MUSIC,5018
2017-03-01,MUSICSNDREC,5
2017-03-01,NOTATEDMUSIC,1
2017-03-01,REGPRINT,519
2017-03-01,"REGPRINT, SOUNDDISC",7
2017-03-01,"REGPRINT, VIDEOREC",3
2017-03-01,SLIDE,1
2017-03-01,SOUNDCASS,8
2017-03-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2017-03-01,SOUNDDISC,52906
2017-03-01,"SOUNDDISC, SOUNDREC",2
2017-03-01,"SOUNDDISC, VIDEODISC",705
2017-03-01,SOUNDREC,423
2017-03-01,TELEVISION,1946
2017-03-01,VIDEO,253
2017-03-01,VIDEOCART,8
2017-03-01,VIDEOCASS,40
2017-03-01,"VIDEOCASS, VIDEODISC",5
2017-03-01,VIDEODISC,171762
2017-03-01,VIDEOREC,25
2017-02-01,ATLAS,39
2017-02-01,AUDIOBOOK,50686
2017-02-01,BOOK,295535
2017-02-01,COMIC,1235
2017-02-01,CR,343
2017-02-01,EBOOK,117677
2017-02-01,ER,184
2017-02-01,"ER, NONPROJGRAPH",3
2017-02-01,"ER, PRINT",2
2017-02-01,"ER, REGPRINT",1
2017-02-01,"ER, SOUNDDISC",181
2017-02-01,"ER, VIDEODISC",107
2017-02-01,"FLASHCARD, SOUNDDISC",6
2017-02-01,GLOBE,1
2017-02-01,KIT,2
2017-02-01,LARGEPRINT,18
2017-02-01,MAP,18
2017-02-01,MIXED,874
2017-02-01,MOVIE,4615
2017-02-01,MUSIC,4428
2017-02-01,MUSICSNDREC,3
2017-02-01,NOTATEDMUSIC,1
2017-02-01,PICTURE,1
2017-02-01,REGPRINT,451
2017-02-01,"REGPRINT, SOUNDDISC",14
2017-02-01,"REGPRINT, VIDEOREC",7
2017-02-01,SOUNDCASS,10
2017-02-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2017-02-01,SOUNDDISC,48032
2017-02-01,"SOUNDDISC, SOUNDREC",2
2017-02-01,"SOUNDDISC, VIDEODISC",649
2017-02-01,SOUNDREC,369
2017-02-01,TELEVISION,1725
2017-02-01,VIDEO,293
2017-02-01,VIDEOCART,5
2017-02-01,VIDEOCASS,36
2017-02-01,"VIDEOCASS, VIDEODISC",7
2017-02-01,VIDEODISC,151531
2017-02-01,VIDEOREC,17
2017-02-01,VISUAL,379
2017-01-01,ATLAS,49
2017-01-01,AUDIOBOOK,56456
2017-01-01,BOOK,327112
2017-01-01,COMIC,1375
2017-01-01,CR,372
2017-01-01,EBOOK,128915
2017-01-01,ER,204
2017-01-01,"ER, NONPROJGRAPH",4
2017-01-01,"ER, PRINT",1
2017-01-01,"ER, SOUNDDISC",195
2017-01-01,"ER, VIDEODISC",100
2017-01-01,"FLASHCARD, SOUNDDISC",5
2017-01-01,GLOBE,9
2017-01-01,KIT,2
2017-01-01,LARGEPRINT,22
2017-01-01,MAP,40
2017-01-01,MIXED,995
2017-01-01,MOVIE,4551
2017-01-01,MUSIC,4474
2017-01-01,MUSICSNDREC,8
2017-01-01,REGPRINT,495
2017-01-01,"REGPRINT, SOUNDDISC",6
2017-01-01,"REGPRINT, VIDEOREC",1
2017-01-01,SLIDE,1
2017-01-01,SOUNDCASS,15
2017-01-01,SOUNDDISC,53399
2017-01-01,"SOUNDDISC, SOUNDREC",4
2017-01-01,"SOUNDDISC, VIDEOCASS",1
2017-01-01,"SOUNDDISC, VIDEODISC",746
2017-01-01,SOUNDREC,390
2017-01-01,TELEVISION,1862
2017-01-01,VIDEO,179
2017-01-01,VIDEOCART,5
2017-01-01,VIDEOCASS,38
2017-01-01,"VIDEOCASS, VIDEODISC",10
2017-01-01,VIDEODISC,170713
2017-01-01,VIDEOREC,23
2017-01-01,VISUAL,453
2016-12-01,ATLAS,28
2016-12-01,AUDIOBOOK,54335
2016-12-01,BOOK,297622
2016-12-01,COMIC,957
2016-12-01,CR,336
2016-12-01,EBOOK,125680
2016-12-01,ER,155
2016-12-01,"ER, NONPROJGRAPH",1
2016-12-01,"ER, PRINT",1
2016-12-01,"ER, REGPRINT",1
2016-12-01,"ER, SOUNDDISC",193
2016-12-01,"ER, VIDEODISC",88
2016-12-01,"ER, VIDEOREC",1
2016-12-01,"FLASHCARD, SOUNDDISC",4
2016-12-01,GLOBE,5
2016-12-01,KIT,2
2016-12-01,LARGEPRINT,13
2016-12-01,MAP,23
2016-12-01,MIXED,875
2016-12-01,MOVIE,5180
2016-12-01,MUSIC,5043
2016-12-01,MUSICSNDREC,6
2016-12-01,NOTATEDMUSIC,1
2016-12-01,PRINT,1
2016-12-01,REGPRINT,513
2016-12-01,"REGPRINT, SOUNDDISC",8
2016-12-01,"REGPRINT, VIDEOREC",3
2016-12-01,SOUNDCASS,14
2016-12-01,"SOUNDCASS, SOUNDDISC",1
2016-12-01,SOUNDDISC,51669
2016-12-01,"SOUNDDISC, SOUNDREC",4
2016-12-01,"SOUNDDISC, VIDEODISC",721
2016-12-01,SOUNDREC,331
2016-12-01,TELEVISION,1719
2016-12-01,VIDEO,146
2016-12-01,VIDEOCART,5
2016-12-01,VIDEOCASS,44
2016-12-01,"VIDEOCASS, VIDEODISC",9
2016-12-01,VIDEODISC,173295
2016-12-01,VIDEOREC,17
2016-12-01,VISUAL,425
2016-11-01,ATLAS,28
2016-11-01,AUDIOBOOK,50966
2016-11-01,BOOK,326934
2016-11-01,COMIC,437
2016-11-01,CR,391
2016-11-01,EBOOK,117918
2016-11-01,ER,183
2016-11-01,"ER, NONPROJGRAPH",1
2016-11-01,"ER, PRINT",3
2016-11-01,"ER, SOUNDDISC",167
2016-11-01,"ER, VIDEODISC",100
2016-11-01,"FLASHCARD, SOUNDDISC",6
2016-11-01,GLOBE,3
2016-11-01,KIT,4
2016-11-01,LARGEPRINT,17
2016-11-01,MAP,35
2016-11-01,MIXED,920
2016-11-01,MOVIE,5025
2016-11-01,MUSIC,4734
2016-11-01,MUSICSNDREC,9
2016-11-01,NOTATEDMUSIC,1
2016-11-01,PRINT,2
2016-11-01,REGPRINT,513
2016-11-01,"REGPRINT, SOUNDDISC",12
2016-11-01,"REGPRINT, VIDEOREC",5
2016-11-01,SOUNDCASS,21
2016-11-01,SOUNDDISC,52361
2016-11-01,"SOUNDDISC, SOUNDREC",2
2016-11-01,"SOUNDDISC, VIDEODISC",766
2016-11-01,SOUNDREC,398
2016-11-01,TELEVISION,1875
2016-11-01,VIDEO,154
2016-11-01,VIDEOCART,7
2016-11-01,VIDEOCASS,41
2016-11-01,"VIDEOCASS, VIDEODISC",7
2016-11-01,VIDEODISC,170968
2016-11-01,VIDEOREC,16
2016-11-01,VISUAL,434
2016-10-01,ATLAS,44
2016-10-01,AUDIOBOOK,50798
2016-10-01,BOOK,342343
2016-10-01,CR,408
2016-10-01,EBOOK,118215
2016-10-01,ER,225
2016-10-01,"ER, NONPROJGRAPH",3
2016-10-01,"ER, PRINT",1
2016-10-01,"ER, SOUNDDISC",132
2016-10-01,"ER, VIDEODISC",124
2016-10-01,"ER, VIDEOREC",1
2016-10-01,"FLASHCARD, SOUNDDISC",11
2016-10-01,GLOBE,6
2016-10-01,KIT,3
2016-10-01,LARGEPRINT,24
2016-10-01,MAP,25
2016-10-01,MICROFORM,1
2016-10-01,MIXED,977
2016-10-01,MOVIE,4664
2016-10-01,MUSIC,4638
2016-10-01,MUSICSNDREC,8
2016-10-01,NOTATEDMUSIC,3
2016-10-01,REGPRINT,540
2016-10-01,"REGPRINT, SOUNDDISC",5
2016-10-01,"REGPRINT, VIDEOREC",6
2016-10-01,SOUNDCASS,16
2016-10-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",3
2016-10-01,SOUNDDISC,53414
2016-10-01,"SOUNDDISC, SOUNDREC",2
2016-10-01,"SOUNDDISC, VIDEODISC",763
2016-10-01,SOUNDREC,399
2016-10-01,TELEVISION,1720
2016-10-01,VIDEO,171
2016-10-01,VIDEOCART,11
2016-10-01,VIDEOCASS,47
2016-10-01,"VIDEOCASS, VIDEODISC",9
2016-10-01,VIDEODISC,175866
2016-10-01,VIDEOREC,4
2016-10-01,VISUAL,452
2016-09-01,ATLAS,37
2016-09-01,AUDIOBOOK,50226
2016-09-01,BOOK,309934
2016-09-01,CR,335
2016-09-01,EBOOK,118993
2016-09-01,ER,192
2016-09-01,"ER, NONPROJGRAPH",4
2016-09-01,"ER, PRINT",3
2016-09-01,"ER, SOUNDDISC",124
2016-09-01,"ER, VIDEODISC",113
2016-09-01,"FLASHCARD, SOUNDDISC",9
2016-09-01,GLOBE,4
2016-09-01,KIT,2
2016-09-01,LARGEPRINT,23
2016-09-01,MAP,26
2016-09-01,MICROFORM,1
2016-09-01,MIXED,797
2016-09-01,MOVIE,4221
2016-09-01,MUSIC,4459
2016-09-01,MUSICSNDREC,5
2016-09-01,REGPRINT,457
2016-09-01,"REGPRINT, SOUNDDISC",8
2016-09-01,"REGPRINT, VIDEOREC",4
2016-09-01,SOUNDCASS,14
2016-09-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",1
2016-09-01,SOUNDDISC,51590
2016-09-01,"SOUNDDISC, SOUNDREC",1
2016-09-01,"SOUNDDISC, VIDEODISC",687
2016-09-01,SOUNDREC,384
2016-09-01,TELEVISION,1819
2016-09-01,VIDEO,243
2016-09-01,VIDEOCART,4
2016-09-01,VIDEOCASS,54
2016-09-01,"VIDEOCASS, VIDEODISC",8
2016-09-01,VIDEODISC,150686
2016-09-01,VIDEOREC,4
2016-09-01,VISUAL,378
2016-08-01,ATLAS,34
2016-08-01,AUDIOBOOK,52480
2016-08-01,BOOK,323659
2016-08-01,CR,368
2016-08-01,EBOOK,126352
2016-08-01,ER,203
2016-08-01,"ER, NONPROJGRAPH",5
2016-08-01,"ER, PRINT",4
2016-08-01,"ER, SOUNDDISC",148
2016-08-01,"ER, VIDEODISC",119
2016-08-01,"FLASHCARD, SOUNDDISC",9
2016-08-01,GLOBE,4
2016-08-01,KIT,5
2016-08-01,LARGEPRINT,27
2016-08-01,MAP,24
2016-08-01,MIXED,877
2016-08-01,MOVIE,4169
2016-08-01,MUSIC,4491
2016-08-01,MUSICSNDREC,2
2016-08-01,REGPRINT,538
2016-08-01,"REGPRINT, SOUNDDISC",11
2016-08-01,"REGPRINT, VIDEOREC",5
2016-08-01,SLIDE,1
2016-08-01,"SLIDE, VIDEOCASS",1
2016-08-01,SOUNDCASS,20
2016-08-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",2
2016-08-01,SOUNDDISC,54305
2016-08-01,"SOUNDDISC, SOUNDREC",1
2016-08-01,"SOUNDDISC, VIDEODISC",715
2016-08-01,SOUNDREC,406
2016-08-01,TELEVISION,1765
2016-08-01,VIDEO,208
2016-08-01,VIDEOCART,4
2016-08-01,VIDEOCASS,46
2016-08-01,"VIDEOCASS, VIDEODISC",5
2016-08-01,VIDEODISC,153334
2016-08-01,VIDEOREC,5
2016-08-01,VISUAL,418
2016-07-01,ATLAS,38
2016-07-01,AUDIOBOOK,50513
2016-07-01,BOOK,328531
2016-07-01,CR,367
2016-07-01,EBOOK,125635
2016-07-01,ER,221
2016-07-01,"ER, NONPROJGRAPH",9
2016-07-01,"ER, PRINT",3
2016-07-01,"ER, REGPRINT",1
2016-07-01,"ER, SOUNDDISC",143
2016-07-01,"ER, VIDEODISC",114
2016-07-01,"ER, VIDEOREC",2
2016-07-01,"FLASHCARD, SOUNDDISC",6
2016-07-01,GLOBE,3
2016-07-01,KIT,4
2016-07-01,LARGEPRINT,28
2016-07-01,MAP,32
2016-07-01,MIXED,865
2016-07-01,MOVIE,4051
2016-07-01,MUSIC,4421
2016-07-01,MUSICSNDREC,5
2016-07-01,NOTATEDMUSIC,1
2016-07-01,REGPRINT,502
2016-07-01,"REGPRINT, SOUNDDISC",13
2016-07-01,"REGPRINT, VIDEOREC",2
2016-07-01,SOUNDCASS,19
2016-07-01,"SOUNDCASS, SOUNDDISC, VIDEOCASS, VIDEODISC",2
2016-07-01,SOUNDDISC,54215
2016-07-01,"SOUNDDISC, SOUNDREC",2
2016-07-01,"SOUNDDISC, VIDEODISC",723
2016-07-01,SOUNDREC,391
2016-07-01,TELEVISION,1588
2016-07-01,VIDEO,208
2016-07-01,VIDEOCART,2
2016-07-01,VIDEOCASS,42
2016-07-01,"VIDEOCASS, VIDEODISC",7
2016-07-01,VIDEODISC,155129
2016-07-01,VIDEOREC,4
2016-07-01,VISUAL,431
2016-06-01,ATLAS,35
2016-06-01,AUDIOBOOK,48249
2016-06-01,BOOK,321865
2016-06-01,CR,369
2016-06-01,EBOOK,118905
2016-06-01,ER,176
2016-06-01,"ER, NONPROJGRAPH",7
2016-06-01,"ER, PRINT",1
2016-06-01,"ER, REGPRINT",1
2016-06-01,"ER, SOUNDDISC",129
2016-06-01,"ER, VIDEODISC",115
2016-06-01,"ER, VIDEOREC",1
2016-06-01,"FLASHCARD, SOUNDDISC",13
2016-06-01,GLOBE,7
2016-06-01,KIT,7
2016-06-01,LARGEPRINT,27
2016-06-01,MAP,19
2016-06-01,MIXED,853
2016-06-01,MOVIE,3780
2016-06-01,MUSIC,4187
2016-06-01,MUSICSNDREC,5
2016-06-01,NOTATEDMUSIC,1
2016-06-01,REGPRINT,460
2016-06-01,"REGPRINT, SOUNDDISC",12
2016-06-01,"REGPRINT, VIDEOREC",5
2016-06-01,SOUNDCASS,23
2016-06-01,SOUNDDISC,54854
2016-06-01,"SOUNDDISC, SOUNDREC",2
2016-06-01,"SOUNDDISC, VIDEODISC",711
2016-06-01,SOUNDREC,392
2016-06-01,TELEVISION,1508
2016-06-01,VIDEO,226
2016-06-01,VIDEOCART,4
2016-06-01,VIDEOCASS,39
2016-06-01,"VIDEOCASS, VIDEODISC",7
2016-06-01,VIDEODISC,153200
2016-06-01,VIDEOREC,4
2016-06-01,VISUAL,440
2016-05-01,ATLAS,51
2016-05-01,AUDIOBOOK,48386
2016-05-01,BOOK,307102
2016-05-01,CR,326
2016-05-01,EBOOK,119602
